Ticker,Change,Text,Date
DOW,Maintains,Piper Sandler: Overweight to Overweight,7/26/2024
DOW,Maintains,RBC Capital: Sector Perform to Sector Perform,7/26/2024
DOW,Maintains,Wells Fargo: Overweight to Overweight,7/26/2024
DOW,Maintains,UBS: Neutral to Neutral,7/9/2024
DOW,Maintains,Barclays: Equal-Weight to Equal-Weight,5/6/2024
DOW,Maintains,Mizuho: Neutral to Neutral,4/26/2024
DOW,Upgrade,JP Morgan: Neutral to Overweight,4/26/2024
DOW,Maintains,Citigroup: Neutral to Neutral,4/10/2024
DOW,Maintains,Wells Fargo: Overweight to Overweight,4/2/2024
DOW,Initiated,Wolfe Research: Peer Perform,3/1/2024
DOW,Maintains,Barclays: Equal-Weight to Equal-Weight,1/29/2024
DOW,Downgrade,JP Morgan: Overweight to Neutral,1/26/2024
DOW,Reiterates,RBC Capital: Sector Perform to Sector Perform,1/26/2024
DOW,Maintains,Wells Fargo: Overweight to Overweight,1/26/2024
DOW,Upgrade,B of A Securities: Neutral to Buy,1/16/2024
DOW,Maintains,UBS: Neutral to Neutral,1/11/2024
DOW,Downgrade,Deutsche Bank: Buy to Hold,1/10/2024
DOW,Maintains,UBS: Neutral to Neutral,12/14/2023
DOW,Downgrade,Argus Research: Buy to Hold,10/27/2023
DOW,Maintains,Barclays: Equal-Weight to Equal-Weight,10/26/2023
DOW,Maintains,RBC Capital: Sector Perform to Sector Perform,10/25/2023
DOW,Maintains,Citigroup: Neutral to Neutral,10/25/2023
DOW,Upgrade,B of A Securities: Underperform to Neutral,10/18/2023
DOW,Maintains,Piper Sandler: Overweight to Overweight,10/11/2023
DOW,Upgrade,Keybanc: Underweight to Sector Weight,10/3/2023
DOW,Upgrade,JP Morgan: Neutral to Overweight,9/25/2023
DOW,Reiterates,Morgan Stanley: Equal-Weight to Equal-Weight,7/26/2023
DOW,Reiterates,RBC Capital: Sector Perform to Sector Perform,7/26/2023
DOW,Maintains,Wells Fargo: Overweight to Overweight,7/26/2023
DOW,Maintains,Mizuho: Neutral to Neutral,7/26/2023
DOW,Maintains,Mizuho: Neutral to Neutral,7/24/2023
DOW,Reiterates,Morgan Stanley: Equal-Weight to Equal-Weight,7/19/2023
DOW,Maintains,Citigroup: Neutral to Neutral,7/12/2023
DOW,Maintains,Barclays: Equal-Weight to Equal-Weight,7/11/2023
DOW,Downgrade,B of A Securities: Neutral to Underperform,6/22/2023
DOW,Initiated,Citigroup: Neutral,6/14/2023
DOW,Reiterates,RBC Capital: Sector Perform to Sector Perform,6/9/2023
DOW,Maintains,BMO Capital: Market Perform,4/27/2023
DOW,Maintains,RBC Capital: Sector Perform,4/26/2023
DOW,Maintains,Wells Fargo: Overweight,4/26/2023
DOW,Maintains,Mizuho: Neutral,4/26/2023
DOW,Maintains,Keybanc: Underweight,4/26/2023
DOW,Upgrade,Piper Sandler: Neutral to Overweight,4/12/2023
DOW,Maintains,Keybanc: Underweight,4/11/2023
DOW,Maintains,Barclays: Equal-Weight,4/10/2023
DOW,Upgrade,Deutsche Bank: Hold to Buy,3/20/2023
DOW,Maintains,Keybanc: Underweight,3/20/2023
DOW,Maintains,BMO Capital: Market Perform,1/30/2023
DOW,Maintains,Barclays: Equal-Weight,1/30/2023
DOW,Maintains,Citigroup: Neutral,1/27/2023
DOW,Maintains,Deutsche Bank: Hold,1/27/2023
DOW,Maintains,JP Morgan: Neutral,1/27/2023
DOW,Maintains,Wells Fargo: Overweight,1/27/2023
DOW,Maintains,Mizuho: Neutral,1/27/2023
DOW,Downgrade,Fermium Research: Buy to Hold,1/17/2023
DOW,Maintains,Mizuho: Neutral,1/12/2023
DOW,Maintains,Keybanc: Underweight,1/12/2023
DOW,Maintains,UBS: Neutral,1/11/2023
DOW,Upgrade,B of A Securities: Underperform to Neutral,1/11/2023
DOW,Maintains,Wells Fargo: Overweight,1/9/2023
DOW,Maintains,Citigroup: Neutral,12/15/2022
DOW,Maintains,Fermium Research: Buy,10/21/2022
DOW,Maintains,Citigroup: Neutral,10/21/2022
DOW,Maintains,Deutsche Bank: Hold,10/21/2022
DOW,Maintains,Mizuho: Neutral,10/21/2022
DOW,Maintains,Keybanc: Underweight,10/21/2022
DOW,Maintains,Wells Fargo: Overweight,10/18/2022
DOW,Maintains,Mizuho: Neutral,10/17/2022
DOW,Initiated,Goldman Sachs: Neutral,10/13/2022
DOW,Maintains,Morgan Stanley: Equal-Weight,10/12/2022
DOW,Maintains,Piper Sandler: Neutral,10/10/2022
DOW,Maintains,Keybanc: Underweight,10/4/2022
DOW,Maintains,Citigroup: Neutral,9/20/2022
DOW,Maintains,Deutsche Bank: Hold,9/16/2022
DOW,Maintains,Wells Fargo: Overweight,9/13/2022
DOW,Downgrade,Jefferies: Buy to Hold,9/13/2022
DOW,Maintains,Fermium Research: Buy,9/9/2022
DOW,Downgrade,JP Morgan: Overweight to Neutral,9/2/2022
DOW,Downgrade,Keybanc: Sector Weight to Underweight,8/29/2022
DOW,Maintains,Morgan Stanley: Equal-Weight,7/26/2022
DOW,Maintains,Mizuho: Neutral,7/22/2022
DOW,Maintains,Deutsche Bank: Hold,7/22/2022
DOW,Maintains,Barclays: Equal-Weight,7/11/2022
DOW,Downgrade,Credit Suisse: Neutral to Underperform,6/22/2022
DOW,Maintains,JP Morgan: Overweight,6/17/2022
DOW,Downgrade,Citigroup: Buy to Neutral,6/17/2022
DOW,Maintains,Jefferies: Buy,6/16/2022
DOW,Maintains,B of A Securities: Underperform,6/14/2022
DOW,Maintains,Jefferies: Buy,6/8/2022
DOW,Downgrade,Evercore ISI Group: Outperform to In-Line,5/26/2022
DOW,Downgrade,Piper Sandler: Overweight to Neutral,5/23/2022
DOW,Maintains,Barclays: Equal-Weight,5/2/2022
DOW,Maintains,Morgan Stanley: Equal-Weight,4/25/2022
DOW,Maintains,Argus Research: Buy,4/25/2022
DOW,Maintains,JP Morgan: Overweight,4/22/2022
DOW,Maintains,Deutsche Bank: Hold,4/22/2022
DOW,Maintains,Wells Fargo: Overweight,4/22/2022
DOW,Maintains,BMO Capital: Market Perform,4/22/2022
DOW,Maintains,RBC Capital: Sector Perform,4/22/2022
DOW,Upgrade,Citigroup: Neutral to Buy,4/22/2022
DOW,Upgrade,Wolfe Research: Underperform to Peer Perform,4/19/2022
DOW,Maintains,Mizuho: Neutral,4/19/2022
DOW,Maintains,Deutsche Bank: Hold,3/18/2022
DOW,Maintains,Goldman Sachs: Neutral,1/19/2022
DOW,Maintains,Goldman Sachs: Neutral,1/18/2022
DOW,Maintains,Mizuho: Neutral,1/12/2022
DOW,Maintains,UBS: Neutral,1/4/2022
DOW,Maintains,Wells Fargo: Overweight,12/9/2021
DOW,Maintains,Deutsche Bank: Hold,12/3/2021
DOW,Maintains,RBC Capital: Sector Perform,12/2/2021
DOW,Downgrade,Wolfe Research: Peer Perform to Underperform,10/18/2021
DOW,Initiated,Mizuho: Neutral,10/13/2021
DOW,Initiated,Redburn Partners: Neutral,10/5/2021
DOW,Initiated,Piper Sandler: Overweight,9/14/2021
DOW,Downgrade,B of A Securities: Neutral to Underperform,7/16/2021
DOW,Maintains,Wells Fargo: Overweight,6/17/2021
DOW,Initiated,Wolfe Research: Peer Perform,6/10/2021
DOW,Downgrade,Goldman Sachs: Buy to Neutral,5/11/2021
DOW,Upgrade,Argus Research: Hold to Buy,4/27/2021
DOW,Maintains,Morgan Stanley: Equal-Weight,4/8/2021
DOW,Maintains,Wells Fargo: Overweight,3/17/2021
DOW,Upgrade,Wells Fargo: Equal-Weight to Overweight,3/2/2021
DOW,Maintains,Credit Suisse: Neutral,1/29/2021
DOW,Upgrade,JP Morgan: Neutral to Overweight,12/18/2020
DOW,Maintains,Morgan Stanley: Equal-Weight,12/14/2020
DOW,Maintains,B of A Securities: Underperform,11/30/2020
DOW,Downgrade,Bernstein: Outperform to Market Perform,11/13/2020
DOW,Downgrade,Deutsche Bank: Buy to Hold,11/13/2020
DOW,Maintains,Credit Suisse: Neutral,10/23/2020
DOW,Maintains,Credit Suisse: Neutral,10/20/2020
DOW,Maintains,Wells Fargo: Equal-Weight,10/6/2020
DOW,Maintains,UBS: Neutral,10/6/2020
DOW,Maintains,Morgan Stanley: Equal-Weight,9/30/2020
DOW,Initiated,Evercore ISI Group: In-Line,9/22/2020
DOW,Maintains,Truist Securities: Buy,9/21/2020
DOW,Downgrade,HSBC: Hold to Reduce,9/16/2020
DOW,Maintains,B of A Securities: Underweight,9/10/2020
DOW,Maintains,Truist Securities: Buy,9/4/2020
DOW,Maintains,SunTrust Robinson Humphrey: Buy,7/28/2020
DOW,Maintains,Citigroup: Neutral,7/27/2020
DOW,Maintains,BMO Capital: Market Perform,7/24/2020
DOW,Maintains,Scotiabank: Sector Perform,7/24/2020
DOW,Maintains,Jefferies: Buy,7/24/2020
DOW,Maintains,Credit Suisse: Neutral,7/24/2020
DOW,Maintains,Morgan Stanley: Equal-Weight,7/24/2020
DOW,Maintains,Barclays: Equal-Weight,7/24/2020
DOW,Maintains,UBS: Neutral,7/9/2020
DOW,Maintains,SunTrust Robinson Humphrey: Buy,6/25/2020
DOW,Downgrade,HSBC: Buy to Hold,5/14/2020
DOW,Downgrade,UBS: Buy to Neutral,5/6/2020
DOW,Downgrade,B of A Securities: Buy to Underperform,5/4/2020
DOW,Maintains,Wells Fargo: Equal-Weight,5/1/2020
DOW,Maintains,Morgan Stanley: Equal-Weight,5/1/2020
DOW,Downgrade,Citigroup: Buy to Neutral,5/1/2020
DOW,Downgrade,Credit Suisse: Outperform to Neutral,5/1/2020
DOW,Maintains,Deutsche Bank: Buy,4/16/2020
DOW,Maintains,Citigroup: Buy,4/9/2020
DOW,Initiated,Wells Fargo: Equal-Weight,4/9/2020
DOW,Maintains,UBS: Buy,4/8/2020
DOW,Maintains,JP Morgan: Neutral,4/3/2020
DOW,Maintains,JP Morgan: Neutral,3/27/2020
DOW,Initiated,Keybanc: Sector Weight,3/26/2020
DOW,Upgrade,Citigroup: Neutral to Buy,3/25/2020
DOW,Upgrade,Jefferies: Hold to Buy,3/23/2020
DOW,Maintains,UBS: Buy,3/13/2020
DOW,Maintains,SunTrust Robinson Humphrey: Buy,3/11/2020
DOW,Maintains,Deutsche Bank: Buy,3/11/2020
DOW,Maintains,Morgan Stanley: Equal-Weight,3/11/2020
DOW,Maintains,Citigroup: Neutral,3/11/2020
DOW,Maintains,Citigroup: Neutral,1/30/2020
DOW,Downgrade,RBC Capital: Outperform to Sector Perform,1/30/2020
DOW,Maintains,Credit Suisse: Outperform,1/28/2020
DOW,Upgrade,SunTrust Robinson Humphrey: Hold to Buy,12/9/2019
DOW,Downgrade,Morgan Stanley: Overweight to Equal-Weight,12/2/2019
DOW,Maintains,Credit Suisse: Outperform,10/25/2019
DOW,Maintains,Barclays: Equal-Weight,10/25/2019
DOW,Maintains,SunTrust Robinson Humphrey: Hold,10/11/2019
DOW,Maintains,Citigroup: Neutral,10/9/2019
DOW,Maintains,UBS: Buy,10/2/2019
DOW,Maintains,Nomura: Buy,9/18/2019
DOW,Downgrade,B of A Securities: Neutral to Underperform,8/16/2019
DOW,Downgrade,RBC Capital: Top Pick to Outperform,7/31/2019
DOW,Downgrade,Citigroup: Buy to Neutral,7/29/2019
DOW,Downgrade,Susquehanna: Positive to Neutral,7/29/2019
DOW,Maintains,Nomura: Buy,7/26/2019
DOW,Downgrade,B of A Securities: Buy to Neutral,7/26/2019
DOW,Maintains,Credit Suisse: Outperform,7/23/2019
DOW,Downgrade,BMO Capital: Outperform to Market Perform,6/17/2019
DOW,Upgrade,JP Morgan: Underweight to Neutral,5/24/2019
DOW,Initiated,Argus Research: Hold,4/26/2019
DOW,Initiated,RBC Capital: Top Pick,4/16/2019
DOW,Initiated,Barclays: Equal-Weight,4/15/2019
DOW,Upgrade,Nomura: Neutral to Buy,4/15/2019
DOW,Initiated,JP Morgan: Underweight,4/5/2019
DOW,Upgrade,Jefferies: Hold to Buy,3/6/2017
DOW,Upgrade,UBS: Neutral to Buy,10/10/2016
DOW,Upgrade,Citigroup: Neutral to Buy,10/3/2016
DOW,Maintains,SunTrust Robinson Humphrey: Neutral,8/1/2016
DOW,Maintains,Nomura: Buy,7/29/2016
DOW,Maintains,Barclays: Equal-Weight,7/29/2016
DOW,Upgrade,JP Morgan: Neutral to Overweight,7/29/2016
DOW,Downgrade,CLSA: Outperform to Underperform,7/6/2016
DOW,Downgrade,JP Morgan: Overweight to Neutral,6/28/2016
DOW,Maintains,Citigroup: Neutral,4/18/2016
DOW,Upgrade,Susquehanna: Neutral to Positive,2/8/2016
DOW,Upgrade,RBC Capital: Outperform to Top Pick,2/3/2016
DOW,Downgrade,UBS: Buy to Neutral,12/15/2015
DOW,Maintains,Jefferies: Hold,12/14/2015
DOW,Maintains,Deutsche Bank: Buy,12/10/2015
DOW,Initiated,Barclays: Equal-Weight,11/4/2015
DOW,Maintains,Deutsche Bank: Buy,10/23/2015
DOW,Maintains,Macquarie: Outperform,6/22/2015
DOW,Maintains,Jefferies: Hold,6/15/2015
DOW,Maintains,Susquehanna: Neutral,4/28/2015
DOW,Maintains,Jefferies: Buy,4/27/2015
DOW,Maintains,Nomura: Buy,4/24/2015
DOW,Maintains,Credit Suisse: Outperform,3/30/2015
DOW,Upgrade,JP Morgan: Neutral to Overweight,3/6/2015
DOW,Maintains,Deutsche Bank: Buy,1/30/2015
DOW,Upgrade,Gilford Securities: Sell to Neutral,1/28/2015
DOW,Initiated,Piper Sandler: Neutral,1/15/2015
DOW,Initiated,Nomura: Buy,12/16/2014
DOW,Downgrade,Atlantic Equities: Overweight to Neutral,11/28/2014
DOW,Maintains,Citigroup: Buy,11/20/2014
DOW,Maintains,Deutsche Bank: Buy,11/14/2014
DOW,Maintains,Barclays: Equal-Weight,10/29/2014
DOW,Maintains,Barclays: Equal-Weight,10/28/2014
DOW,Maintains,JP Morgan: Neutral,10/23/2014
DOW,Upgrade,Deutsche Bank: Hold to Buy,10/23/2014
DOW,Initiated,RBC Capital: Outperform,10/9/2014
DOW,Maintains,Citigroup: Buy,10/6/2014
DOW,Maintains,Citigroup: Buy,9/24/2014
DOW,Maintains,JP Morgan: Neutral,7/25/2014
DOW,Maintains,Deutsche Bank: Hold,7/25/2014
DOW,Maintains,Credit Suisse: Outperform,7/25/2014
DOW,Maintains,Barclays: Equal-Weight,7/25/2014
DOW,Maintains,JP Morgan: Neutral,6/17/2014
DOW,Upgrade,Wells Fargo: Market Perform to Outperform,5/20/2014
DOW,Maintains,Susquehanna: Neutral,5/8/2014
DOW,Maintains,SunTrust Robinson Humphrey: Neutral,4/25/2014
DOW,Maintains,Deutsche Bank: Hold,4/24/2014
DOW,Maintains,Deutsche Bank: Hold,3/21/2014
DOW,Initiated,BGC FInancial: Buy,2/5/2014
DOW,Maintains,B of A Securities: Neutral,1/30/2014
DOW,Initiated,Atlantic Equities: Overweight,1/28/2014
DOW,Upgrade,SunTrust Robinson Humphrey: Reduce to Neutral,1/22/2014
DOW,Downgrade,Gilford Securities: Neutral to Sell,1/9/2014
DOW,Upgrade,Argus Research: Hold to Buy,8/5/2013
DOW,Upgrade,Gilford Securities: Sell to Neutral,4/19/2013
DOW,Maintains,UBS: Buy,2/1/2013
DOW,Maintains,Goldman Sachs: Buy,1/14/2013
DOW,Maintains,Jefferies: Hold,1/4/2013
DOW,Maintains,Citigroup: Buy,1/3/2013
DOW,Initiated,SunTrust Robinson Humphrey: Reduce,12/14/2012
DOW,Upgrade,Goldman Sachs: Neutral to Buy,11/13/2012
DOW,Maintains,Deutsche Bank: Hold,10/25/2012
DOW,Downgrade,Susquehanna: Positive to Neutral,10/9/2012
DOW,Downgrade,Argus Research: Buy to Hold,7/31/2012
DOW,Maintains,UBS: Buy,7/27/2012
DOW,Maintains,Deutsche Bank: Hold,7/27/2012
DOW,Maintains,Jefferies: Hold,7/27/2012
DOW,Downgrade,Morgan Stanley: Overweight to Equal-Weight,7/27/2012
DOW,Downgrade,JP Morgan: Overweight to Neutral,6/26/2012
DRI,Maintains,Morgan Stanley: Overweight to Overweight,12/23/2024
DRI,Maintains,B of A Securities: Buy to Buy,12/20/2024
DRI,Maintains,BMO Capital: Market Perform to Market Perform,12/20/2024
DRI,Reiterates,Oppenheimer: Outperform to Outperform,12/20/2024
DRI,Maintains,Stifel: Buy to Buy,12/20/2024
DRI,Maintains,Truist Securities: Buy to Buy,12/20/2024
DRI,Maintains,UBS: Buy to Buy,12/20/2024
DRI,Maintains,Barclays: Overweight to Overweight,12/20/2024
DRI,Maintains,Keybanc: Overweight to Overweight,12/20/2024
DRI,Maintains,Baird: Neutral to Neutral,12/20/2024
DRI,Maintains,Wedbush: Outperform to Outperform,12/20/2024
DRI,Maintains,Stephens & Co.: Equal-Weight to Equal-Weight,12/20/2024
DRI,Reiterates,Stephens & Co.: Equal-Weight to Equal-Weight,12/19/2024
DRI,Maintains,BMO Capital: Market Perform to Market Perform,12/10/2024
DRI,Reiterates,Stephens & Co.: Equal-Weight to Equal-Weight,12/9/2024
DRI,Initiated,Goldman Sachs: Neutral,12/5/2024
DRI,Maintains,Citigroup: Buy to Buy,12/4/2024
DRI,Reiterates,Stephens & Co.: Equal-Weight to Equal-Weight,10/14/2024
DRI,Maintains,Wells Fargo: Equal-Weight to Equal-Weight,9/20/2024
DRI,Maintains,B of A Securities: Buy to Buy,9/20/2024
DRI,Maintains,BTIG: Buy to Buy,9/20/2024
DRI,Maintains,BMO Capital: Market Perform to Market Perform,9/20/2024
DRI,Maintains,Keybanc: Overweight to Overweight,9/20/2024
DRI,Maintains,Truist Securities: Buy to Buy,9/20/2024
DRI,Maintains,JP Morgan: Overweight to Overweight,9/20/2024
DRI,Maintains,Piper Sandler: Neutral to Neutral,9/20/2024
DRI,Maintains,Barclays: Overweight to Overweight,9/20/2024
DRI,Maintains,UBS: Buy to Buy,9/20/2024
DRI,Maintains,Morgan Stanley: Overweight to Overweight,9/20/2024
DRI,Upgrade,Evercore ISI Group: In-Line to Outperform,9/20/2024
DRI,Maintains,Wedbush: Outperform to Outperform,9/20/2024
DRI,Maintains,Stephens & Co.: Equal-Weight to Equal-Weight,9/20/2024
DRI,Downgrade,Bernstein: Outperform to Market Perform,9/20/2024
DRI,Maintains,TD Cowen: Hold to Hold,9/20/2024
DRI,Reiterates,TD Cowen: Hold to Hold,9/19/2024
DRI,Reiterates,Stephens & Co.: Equal-Weight to Equal-Weight,9/19/2024
DRI,Maintains,Stephens & Co.: Equal-Weight to Equal-Weight,9/13/2024
DRI,Reiterates,TD Cowen: Hold to Hold,9/12/2024
DRI,Maintains,Citigroup: Buy to Buy,9/10/2024
DRI,Reiterates,Wedbush: Outperform to Outperform,9/10/2024
DRI,Maintains,Raymond James: Outperform to Outperform,8/20/2024
DRI,Downgrade,TD Cowen: Buy to Hold,7/23/2024
DRI,Maintains,Piper Sandler: Neutral to Neutral,7/22/2024
DRI,Reiterates,Stephens & Co.: Equal-Weight to Equal-Weight,7/19/2024
DRI,Reiterates,Wedbush: Outperform to Outperform,7/18/2024
DRI,Downgrade,Jefferies: Hold to Underperform,7/11/2024
DRI,Maintains,Argus Research: Buy to Buy,6/25/2024
DRI,Maintains,Morgan Stanley: Overweight to Overweight,6/21/2024
DRI,Maintains,Raymond James: Outperform to Outperform,6/21/2024
DRI,Maintains,Citigroup: Buy to Buy,6/21/2024
DRI,Maintains,Stifel: Buy to Buy,6/21/2024
DRI,Maintains,B of A Securities: Buy to Buy,6/21/2024
DRI,Reiterates,Stephens & Co.: Equal-Weight to Equal-Weight,6/21/2024
DRI,Reiterates,TD Cowen: Buy to Buy,6/20/2024
DRI,Reiterates,Stephens & Co.: Equal-Weight to Equal-Weight,6/20/2024
DRI,Reiterates,Wedbush: Outperform to Outperform,6/20/2024
DRI,Reiterates,Raymond James: Outperform to Outperform,6/14/2024
DRI,Maintains,Barclays: Overweight to Overweight,6/14/2024
DRI,Maintains,Stephens & Co.: Equal-Weight to Equal-Weight,6/14/2024
DRI,Maintains,TD Cowen: Buy to Buy,6/13/2024
DRI,Maintains,B of A Securities: Buy to Buy,6/13/2024
DRI,Maintains,Keybanc: Overweight to Overweight,6/13/2024
DRI,Maintains,Evercore ISI Group: In-Line to In-Line,6/13/2024
DRI,Maintains,Morgan Stanley: Overweight to Overweight,6/12/2024
DRI,Maintains,Wedbush: Outperform to Outperform,6/11/2024
DRI,Maintains,Citigroup: Buy to Buy,6/5/2024
DRI,Maintains,JP Morgan: Overweight to Overweight,5/28/2024
DRI,Upgrade,BTIG: Neutral to Buy,5/17/2024
DRI,Reiterates,TD Cowen: Buy to Buy,4/22/2024
DRI,Reiterates,TD Cowen: Buy to Buy,4/12/2024
DRI,Reiterates,TD Cowen: Buy to Buy,4/11/2024
DRI,Reiterates,TD Cowen: Buy to Buy,4/10/2024
DRI,Maintains,Truist Securities: Buy to Buy,3/27/2024
DRI,Reiterates,Truist Securities: Buy to Buy,3/22/2024
DRI,Maintains,Citigroup: Buy to Buy,3/22/2024
DRI,Maintains,JP Morgan: Overweight to Overweight,3/22/2024
DRI,Maintains,Morgan Stanley: Overweight to Overweight,3/22/2024
DRI,Maintains,Wedbush: Outperform to Outperform,3/22/2024
DRI,Maintains,Oppenheimer: Outperform to Outperform,3/22/2024
DRI,Reiterates,TD Cowen: Outperform to Outperform,3/21/2024
DRI,Maintains,Stifel: Buy to Buy,3/19/2024
DRI,Maintains,JP Morgan: Overweight to Overweight,3/19/2024
DRI,Maintains,Guggenheim: Buy to Buy,3/19/2024
DRI,Maintains,B of A Securities: Buy to Buy,3/18/2024
DRI,Maintains,Wedbush: Outperform to Outperform,3/15/2024
DRI,Reiterates,Oppenheimer: Outperform to Outperform,3/13/2024
DRI,Maintains,Citigroup: Buy to Buy,3/11/2024
DRI,Maintains,BMO Capital: Market Perform to Market Perform,3/7/2024
DRI,Maintains,TD Cowen: Outperform to Outperform,3/7/2024
DRI,Maintains,Oppenheimer: Outperform to Outperform,1/5/2024
DRI,Maintains,Barclays: Overweight to Overweight,1/3/2024
DRI,Reiterates,Oppenheimer: Outperform to Outperform,12/18/2023
DRI,Reiterates,Truist Securities: Buy to Buy,12/18/2023
DRI,Maintains,BMO Capital: Market Perform to Market Perform,12/18/2023
DRI,Maintains,Raymond James: Outperform to Outperform,12/18/2023
DRI,Reiterates,Stephens & Co.: Overweight to Overweight,12/18/2023
DRI,Maintains,Wedbush: Outperform to Outperform,12/18/2023
DRI,Maintains,Keybanc: Overweight to Overweight,12/13/2023
DRI,Maintains,Evercore ISI Group: In-Line to In-Line,12/12/2023
DRI,Maintains,Barclays: Overweight to Overweight,10/23/2023
DRI,Initiated,Deutsche Bank: Buy,10/19/2023
DRI,Maintains,Raymond James: Outperform to Outperform,10/18/2023
DRI,Maintains,RBC Capital: Outperform to Outperform,9/25/2023
DRI,Maintains,Barclays: Overweight to Overweight,9/22/2023
DRI,Maintains,Truist Securities: Buy to Buy,9/22/2023
DRI,Maintains,Citigroup: Buy to Buy,9/22/2023
DRI,Maintains,BMO Capital: Market Perform to Market Perform,9/22/2023
DRI,Maintains,Piper Sandler: Neutral to Neutral,9/22/2023
DRI,Maintains,Wedbush: Outperform to Outperform,9/22/2023
DRI,Reiterates,TD Cowen: Outperform to Outperform,9/22/2023
DRI,Reiterates,Stephens & Co.: Overweight to Overweight,9/22/2023
DRI,Reiterates,TD Cowen: Outperform to Outperform,9/21/2023
DRI,Reiterates,Stephens & Co.: Overweight to Overweight,9/21/2023
DRI,Reiterates,TD Cowen: Outperform to Outperform,9/20/2023
DRI,Reiterates,RBC Capital: Outperform to Outperform,9/19/2023
DRI,Reiterates,TD Cowen: Outperform to Outperform,9/15/2023
DRI,Maintains,Raymond James: Outperform to Outperform,9/14/2023
DRI,Maintains,Keybanc: Overweight to Overweight,9/14/2023
DRI,Maintains,BMO Capital: Market Perform to Market Perform,9/13/2023
DRI,Maintains,Citigroup: Buy to Buy,9/8/2023
DRI,Reiterates,Wedbush: Outperform to Outperform,8/17/2023
DRI,Initiated,Piper Sandler: Neutral,7/18/2023
DRI,Reiterates,Stephens & Co.: Overweight to Overweight,6/26/2023
DRI,Maintains,Citigroup: Buy to Buy,6/23/2023
DRI,Maintains,Truist Securities: Buy to Buy,6/23/2023
DRI,Maintains,RBC Capital: Outperform to Outperform,6/23/2023
DRI,Maintains,Morgan Stanley: Overweight to Overweight,6/23/2023
DRI,Maintains,BMO Capital: Market Perform to Market Perform,6/23/2023
DRI,Reiterates,Oppenheimer: Outperform to Outperform,6/23/2023
DRI,Maintains,Wedbush: Outperform to Outperform,6/23/2023
DRI,Reiterates,TD Cowen: Outperform to Outperform,6/23/2023
DRI,Reiterates,Stephens & Co.: Overweight to Overweight,6/22/2023
DRI,Reiterates,TD Cowen: Outperform to Outperform,6/22/2023
DRI,Reiterates,Morgan Stanley: Overweight,6/16/2023
DRI,Maintains,RBC Capital: Outperform to Outperform,6/16/2023
DRI,Maintains,Raymond James: Outperform to Outperform,6/15/2023
DRI,Reiterates,TD Cowen: Outperform to Outperform,6/15/2023
DRI,Maintains,Citigroup: Buy to Buy,6/14/2023
DRI,Maintains,Oppenheimer: Outperform to Outperform,6/2/2023
DRI,Maintains,Wedbush: Outperform to Outperform,6/1/2023
DRI,Reiterates,TD Cowen: Outperform,5/4/2023
DRI,Maintains,TD Cowen: Outperform,5/1/2023
DRI,Maintains,Keybanc: Overweight,3/28/2023
DRI,Maintains,Truist Securities: Buy,3/24/2023
DRI,Maintains,RBC Capital: Outperform,3/24/2023
DRI,Maintains,BMO Capital: Market Perform,3/24/2023
DRI,Reiterates,Oppenheimer: Outperform,3/24/2023
DRI,Maintains,Credit Suisse: Outperform,3/24/2023
DRI,Maintains,Citigroup: Buy,3/24/2023
DRI,Maintains,Baird: Neutral,3/24/2023
DRI,Maintains,Raymond James: Outperform,3/24/2023
DRI,Maintains,Barclays: Overweight,3/24/2023
DRI,Reiterates,Wedbush: Outperform,3/24/2023
DRI,Maintains,Stephens & Co.: Overweight,3/24/2023
DRI,Reiterates,TD Cowen: Outperform,3/23/2023
DRI,Maintains,Wedbush: Outperform,3/13/2023
DRI,Initiated,Guggenheim: Buy,2/2/2023
DRI,Initiated,Wells Fargo: Equal-Weight,1/24/2023
DRI,Maintains,JP Morgan: Overweight,1/18/2023
DRI,Maintains,Morgan Stanley: Overweight,1/18/2023
DRI,Maintains,Barclays: Overweight,1/5/2023
DRI,Maintains,Stephens & Co.: Overweight,12/20/2022
DRI,Maintains,Evercore ISI Group: In-Line,12/19/2022
DRI,Maintains,Barclays: Overweight,12/19/2022
DRI,Maintains,Credit Suisse: Outperform,12/19/2022
DRI,Upgrade,Wedbush: Neutral to Outperform,12/14/2022
DRI,Maintains,RBC Capital: Outperform,12/12/2022
DRI,Maintains,Barclays: Overweight,12/9/2022
DRI,Maintains,Keybanc: Overweight,12/9/2022
DRI,Maintains,Citigroup: Buy to Buy,12/7/2022
DRI,Maintains,Raymond James: Outperform,12/2/2022
DRI,Downgrade,Baird: Outperform to Neutral,11/29/2022
DRI,Maintains,Keybanc: Overweight,10/6/2022
DRI,Maintains,Deutsche Bank: Hold,9/23/2022
DRI,Maintains,RBC Capital: Outperform,9/23/2022
DRI,Initiated,Stephens & Co.: Overweight,9/23/2022
DRI,Maintains,Wedbush: Neutral,9/23/2022
DRI,Maintains,Barclays: Overweight,9/16/2022
DRI,Maintains,Citigroup: Buy,9/12/2022
DRI,Initiated,Bernstein: Outperform,9/8/2022
DRI,Maintains,Deutsche Bank: Hold,9/7/2022
DRI,Maintains,BMO Capital: Market Perform,6/24/2022
DRI,Maintains,RBC Capital: Outperform,6/24/2022
DRI,Maintains,Truist Securities: Buy,6/24/2022
DRI,Maintains,Morgan Stanley: Overweight,6/24/2022
